epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;256;256;256;3839
1;256;256;256;3839
2;256;256;256;3839
3;256;256;256;3839
4;256;256;256;3839
5;256;256;256;3839
6;256;256;256;3839
7;256;256;256;3839
8;256;256;256;3839
9;256;256;256;3839
10;256;256;256;3839
11;256;256;256;3839
12;256;256;256;3839
13;256;256;256;3839
14;256;256;256;3839
15;256;256;256;3839
16;256;256;256;3839
17;256;256;256;3839
18;256;256;256;3839
19;256;256;256;3839
20;256;256;256;3839
21;256;256;256;3839
22;256;256;256;3839
23;256;256;256;3839
24;256;256;256;3839
25;256;256;256;3839
26;256;256;256;3839
27;256;256;256;3839
28;256;256;256;3839
29;256;256;256;3839
30;256;256;256;3839
31;256;256;256;3839
32;256;256;256;3839
33;256;256;256;3839
34;256;256;256;3839
35;256;256;256;3839
36;256;256;256;3839
37;256;256;256;3839
38;256;256;256;3839
39;256;256;256;3839
40;256;256;256;3839
41;256;256;256;3839
42;256;256;256;3839
43;256;256;256;3839
44;256;256;256;3839
45;256;256;256;3839
46;256;256;256;3839
47;256;256;256;3839
48;256;256;256;3839
49;256;256;256;3839
50;256;256;256;3839
51;256;256;256;3839
52;256;256;256;3839
53;256;256;256;3839
54;256;256;256;3839
55;256;256;256;3839
56;256;256;256;3839
57;256;256;256;3839
58;256;256;256;3839
59;256;256;256;3839
60;256;256;256;3839
61;256;256;256;3839
62;256;256;256;3839
63;256;256;256;3839
64;256;256;256;3839
65;256;256;256;3839
66;256;256;256;3839
67;256;256;256;3839
68;256;256;256;3839
69;256;256;256;3839
70;256;256;256;3839
71;256;256;256;3839
72;256;256;256;3839
73;256;256;256;3839
74;256;256;256;3839
75;256;256;256;3839
76;256;256;256;3839
77;256;256;256;3839
78;256;256;256;3839
79;256;256;256;3839
80;256;256;256;3839
81;256;256;256;3839
82;256;256;256;3839
83;256;256;256;3839
84;256;256;256;3839
85;256;256;256;3839
86;256;256;256;3839
87;256;256;256;3839
88;256;256;256;3839
89;256;256;256;3839
90;256;256;256;3839
91;256;256;256;3839
92;256;256;256;3839
93;256;256;256;3839
94;256;256;256;3839
95;256;256;256;3839
96;256;256;256;3839
97;256;256;256;3839
98;256;256;256;3839
99;256;256;256;3839
