epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;256;256;256;46641
1;256;256;258;46641
2;256;256;256;46641
3;256;256;258;46641
4;256;257;258;46641
5;256;256;260;46641
6;256;256;258;46641
7;256;257;260;46641
8;256;258;260;46641
9;256;258;262;46641
10;258;261;264;46641
11;258;261;266;46641
12;256;260;266;46641
13;260;264;268;46641
14;262;264;268;46641
15;256;262;270;46641
16;256;260;264;46641
17;262;264;270;46641
18;262;265;270;46641
19;262;266;270;46641
20;262;267;270;46641
21;262;265;270;46641
22;256;262;270;46641
23;256;264;278;46641
24;258;264;272;46641
25;262;268;274;46641
26;256;264;268;46641
27;256;267;276;46641
28;256;265;274;46641
29;262;266;274;46641
30;258;264;272;46641
31;262;264;270;46641
32;262;266;274;46641
33;262;265;276;46641
34;264;266;268;46641
35;256;270;282;46641
36;256;269;276;46641
37;256;261;264;46641
38;256;264;272;46641
39;256;264;270;46641
40;262;265;270;46641
41;262;268;276;46641
42;256;267;276;46641
43;262;267;276;46641
44;262;269;274;46641
45;264;270;274;46641
46;256;267;278;46641
47;256;268;278;46641
48;264;271;280;46641
49;256;264;274;46641
50;262;268;276;46641
51;256;264;268;46641
52;256;262;272;46641
53;256;263;268;46641
54;264;270;274;46641
55;256;265;274;46641
56;256;264;274;46641
57;266;272;282;46641
58;256;265;272;46641
59;262;268;274;46641
60;256;268;280;46641
61;256;264;276;46641
62;262;268;278;46641
63;256;264;274;46641
64;270;272;276;46641
65;264;272;282;46641
66;262;268;274;46641
67;262;266;278;46641
68;256;268;288;46641
69;256;270;276;46641
70;256;265;274;46641
71;266;273;284;46641
72;262;264;268;46641
73;256;263;268;46641
74;262;269;274;46641
75;262;266;278;46641
76;262;266;278;46641
77;262;270;276;46641
78;262;264;270;46641
79;262;267;270;46641
80;256;264;272;46641
81;262;266;274;46641
82;256;266;272;46641
83;256;266;272;46641
84;256;268;282;46641
85;256;264;274;46641
86;256;266;274;46641
87;256;264;278;46641
88;256;264;270;46641
89;256;264;272;46641
90;262;264;272;46641
91;256;264;272;46641
92;262;267;272;46641
93;256;265;280;46641
94;256;263;276;46641
95;256;266;274;46641
96;262;268;274;46641
97;256;265;272;46641
98;262;268;276;46641
99;256;262;266;46641
