epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;7862;9636;10650;72599
1;6672;8510;10970;72599
2;9122;10400;12204;72599
3;9070;10245;10792;72599
4;4954;8945;11744;72599
5;6510;8847;11376;72599
6;8578;9379;10804;72599
7;8190;10360;11430;72599
8;5222;8216;12128;72599
9;4818;9282;11350;72599
10;5128;7510;10344;72599
11;7154;9308;12912;72599
12;4896;7635;10322;72599
13;4882;7774;10302;72599
14;5076;6764;8036;72599
15;6666;8318;10228;72599
16;6362;7059;8298;72599
17;6586;7810;10254;72599
18;4964;7286;9824;72599
19;6318;8031;10138;72599
20;4766;6453;10538;72599
21;4812;6706;9338;72599
22;6732;8652;10782;72599
23;5622;7290;8900;72599
24;6006;7193;9076;72599
25;5906;6770;7716;72599
26;5966;7148;8966;72599
27;4080;8076;11720;72599
28;4124;8211;11400;72599
29;3480;6387;10186;72599
30;3794;6676;9460;72599
31;4130;7622;10304;72599
32;4392;7265;9730;72599
33;4776;8102;10042;72599
34;3272;7555;9808;72599
35;5710;7540;9860;72599
36;5966;8116;10488;72599
37;3734;5592;6834;72599
38;6664;7498;9000;72599
39;4874;6116;7168;72599
40;4740;6325;8682;72599
41;4730;6342;8132;72599
42;5626;7392;8600;72599
43;5628;6792;8338;72599
44;4230;6636;7952;72599
45;3146;6020;7952;72599
46;3304;6636;8836;72599
47;3594;5486;6596;72599
48;3914;7155;10044;72599
49;3926;6478;8662;72599
50;3374;5332;7856;72599
51;3280;5524;8552;72599
52;3616;5956;9472;72599
53;3824;5029;6338;72599
54;4002;5667;7312;72599
55;3732;6442;8270;72599
56;3806;5927;10574;72599
57;4338;5422;7308;72599
58;3736;6307;11690;72599
59;4178;7635;12182;72599
60;3220;6333;11116;72599
61;3506;5330;8760;72599
62;3478;5371;9208;72599
63;3508;5695;11104;72599
64;3886;6301;13108;72599
65;4028;6025;13114;72599
66;3104;5228;10800;72599
67;3372;5599;12174;72599
68;3600;6858;14902;72599
69;3304;5482;9398;72599
70;3082;5320;8636;72599
71;3540;5312;9328;72599
72;3670;5537;11782;72599
73;3646;6152;13696;72599
74;3486;5398;10962;72599
75;3254;4718;7252;72599
76;3216;5692;11654;72599
77;3438;5299;9282;72599
78;3224;6026;12558;72599
79;3324;4902;9184;72599
80;3298;5694;12682;72599
81;3488;4575;6332;72599
82;2616;4855;8306;72599
83;3016;4314;5558;72599
84;2800;4473;6272;72599
85;2884;4512;8234;72599
86;2950;5780;13202;72599
87;3438;5499;10212;72599
88;3058;4905;6792;72599
89;3084;3973;4758;72599
90;2988;4939;8254;72599
91;2712;4620;6860;72599
92;3202;4666;6884;72599
93;2868;4758;7572;72599
94;2616;4019;5566;72599
95;3028;4272;5270;72599
96;2876;4135;5218;72599
97;3160;4264;6094;72599
98;3114;3682;4300;72599
99;3108;4249;6174;72599
100;3372;4426;6458;72599
101;3260;3946;5324;72599
102;3232;3669;4314;72599
103;2794;4370;6610;72599
104;3400;4196;5344;72599
105;2684;4012;5142;72599
106;3068;4146;5464;72599
107;3002;3869;4896;72599
108;3152;3763;4456;72599
109;2712;3767;4428;72599
110;2960;4070;5080;72599
111;2996;3510;4458;72599
112;2830;3515;4340;72599
113;2998;3407;3916;72599
114;2614;3831;4600;72599
115;2988;3907;4922;72599
116;3038;3789;5372;72599
117;3082;3866;4846;72599
118;2946;3669;4420;72599
119;2822;3720;5236;72599
120;3088;3740;4988;72599
121;3118;3848;4326;72599
122;2824;4064;6160;72599
123;2614;3939;5278;72599
124;3036;3502;4166;72599
125;2660;3898;4852;72599
126;3046;3951;5408;72599
127;3320;4574;5838;72599
128;3068;4172;6414;72599
129;3272;3752;4928;72599
130;2730;3645;4748;72599
131;3116;4244;6428;72599
132;3384;4292;5550;72599
133;3174;4090;4696;72599
134;3400;4236;5140;72599
135;2864;3910;5324;72599
136;2976;4011;4414;72599
137;2702;3948;5562;72599
138;2658;3952;5940;72599
139;3060;3860;4912;72599
140;2928;3467;4102;72599
141;2608;3595;4260;72599
142;2660;3592;4344;72599
143;3022;4007;5604;72599
144;2996;4458;6000;72599
145;3096;4043;5858;72599
146;3362;4106;5970;72599
147;3432;4244;6206;72599
148;3046;3806;5272;72599
149;3196;4037;6514;72599
150;2998;3947;5752;72599
151;3296;4282;6954;72599
152;2850;3566;4358;72599
153;3324;4080;5806;72599
154;3014;3957;5642;72599
155;2648;3924;6252;72599
156;2864;3480;4068;72599
157;2644;4144;6656;72599
158;3358;4310;6866;72599
159;3172;4190;6814;72599
160;3136;3747;5086;72599
161;2888;4084;6778;72599
162;2980;3827;5506;72599
163;2980;4034;6564;72599
164;3076;3881;5606;72599
165;2854;3707;4680;72599
166;2952;3706;5054;72599
167;2772;3666;4568;72599
168;2702;3777;5430;72599
169;2616;3735;4938;72599
170;3118;3519;4260;72599
171;3080;3700;4466;72599
172;2988;3808;4562;72599
173;2980;3512;4126;72599
174;3206;3606;4122;72599
175;2966;3534;3978;72599
176;3274;3544;3760;72599
177;2726;3473;4168;72599
178;3048;3578;4106;72599
179;2974;3433;4440;72599
180;2864;3833;5048;72599
181;3104;3812;5234;72599
182;3176;3562;4000;72599
183;3112;3551;4194;72599
184;3190;4159;6314;72599
185;2796;3829;5924;72599
186;3152;3582;4180;72599
187;3042;3503;4026;72599
188;3134;3724;4550;72599
189;2798;3531;4410;72599
190;2840;3677;4386;72599
191;3064;3550;4382;72599
192;2896;4004;5628;72599
193;3094;3889;5114;72599
194;3164;3532;4288;72599
195;3258;3604;3916;72599
196;2690;3373;4228;72599
197;3200;3622;4532;72599
198;3262;3708;4500;72599
199;3152;3778;5178;72599
200;2938;3596;4110;72599
201;2926;3728;4672;72599
202;2936;3309;3916;72599
203;3164;3406;3872;72599
204;3068;3482;3826;72599
205;3124;3512;3864;72599
206;3256;3628;4214;72599
207;3080;3601;4022;72599
208;3144;3352;3760;72599
209;2888;3379;4232;72599
210;2738;3424;3940;72599
211;3076;3428;3838;72599
212;2856;3513;3932;72599
213;3004;3485;4038;72599
214;3174;3519;3790;72599
215;2826;3371;3890;72599
216;3034;3617;4552;72599
217;2806;3501;4678;72599
218;2890;3280;4390;72599
219;2916;3496;4720;72599
220;2806;3620;4750;72599
221;3158;3580;4050;72599
222;2796;3548;4332;72599
223;3080;3741;4606;72599
