epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;6758;8992;10276;779008
1;6754;8519;9798;779008
2;4736;6313;8550;779008
3;3814;5816;8852;779008
4;3054;4766;5926;779008
5;3054;4132;5762;779008
6;3056;3912;5602;779008
7;2970;3449;4238;779008
8;2720;3198;3534;779008
9;2542;2738;3040;779008
10;2592;2801;3078;779008
11;2268;2448;2676;779008
12;1896;2395;3038;779008
13;2022;2297;2474;779008
14;2016;2273;2654;779008
15;1718;2172;2438;779008
16;1664;1981;2182;779008
17;1592;1954;2270;779008
18;1718;1902;2204;779008
19;1466;1707;1952;779008
20;1374;1735;2070;779008
21;1564;1843;2156;779008
22;1298;1698;2266;779008
23;1400;1549;2046;779008
24;1284;1636;2202;779008
25;1120;1468;1956;779008
26;1228;1484;2052;779008
27;1390;1526;1868;779008
28;1164;1526;2248;779008
29;1164;1438;1758;779008
30;1002;1440;1832;779008
31;1170;1463;1798;779008
32;1228;1434;1760;779008
33;1260;1426;1798;779008
34;1218;1463;1974;779008
35;1136;1437;1876;779008
36;998;1402;1766;779008
37;1134;1430;1834;779008
38;822;1296;1760;779008
39;898;1416;1812;779008
40;1108;1448;1852;779008
41;662;1261;1546;779008
42;964;1400;1708;779008
43;660;1272;1664;779008
44;790;1274;1562;779008
45;884;1370;1792;779008
46;626;1344;1700;779008
47;570;1306;1676;779008
48;648;1235;1560;779008
49;710;1264;1638;779008
50;628;1226;1602;779008
51;612;1174;1472;779008
52;612;1230;1598;779008
53;614;1210;1576;779008
54;538;1193;1580;779008
55;570;1137;1554;779008
56;506;1224;1550;779008
57;578;1190;1524;779008
58;582;1225;1538;779008
59;582;1192;1518;779008
60;662;1149;1470;779008
61;524;1099;1414;779008
62;546;1123;1504;779008
63;502;1195;1558;779008
64;546;1191;1540;779008
65;512;1113;1498;779008
66;556;1138;1622;779008
67;510;1119;1500;779008
68;580;1180;1570;779008
69;542;1155;1626;779008
70;504;1200;1578;779008
71;504;1183;1628;779008
72;518;1158;1502;779008
73;542;1185;1624;779008
74;546;1173;1690;779008
75;514;1168;1502;779008
76;500;1139;1374;779008
77;508;1168;1506;779008
78;518;1172;1602;779008
79;526;1134;1472;779008
80;500;1080;1464;779008
81;556;1097;1516;779008
82;510;1168;1610;779008
83;516;1143;1580;779008
84;522;1060;1354;779008
85;508;1106;1422;779008
86;550;1142;1600;779008
87;546;1136;1564;779008
88;518;1162;1646;779008
89;538;1062;1396;779008
90;550;1100;1404;779008
91;514;1096;1352;779008
92;520;1140;1488;779008
93;510;1098;1540;779008
94;510;1098;1528;779008
95;530;1120;1586;779008
96;500;1080;1444;779008
97;506;1101;1500;779008
98;530;1099;1504;779008
99;548;1140;1514;779008
