epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;4992;6762;8180;6966
1;3842;4630;5066;6966
2;3234;3681;4202;6966
3;2146;2842;3336;6966
4;1456;2004;2586;6966
5;1120;1564;1922;6966
6;1080;1425;1736;6966
7;1078;1184;1320;6966
8;822;1021;1204;6966
9;822;955;1082;6966
10;596;821;1034;6966
11;616;785;958;6966
12;498;738;928;6966
13;464;713;914;6966
14;422;648;872;6966
15;420;624;828;6966
16;418;619;822;6966
17;418;612;824;6966
18;416;602;818;6966
19;414;600;816;6966
20;412;600;818;6966
21;412;591;776;6966
22;412;590;776;6966
23;410;589;776;6966
24;410;589;776;6966
25;410;589;776;6966
26;410;589;776;6966
27;410;589;776;6966
28;410;589;776;6966
29;410;589;776;6966
30;410;589;776;6966
31;410;589;776;6966
32;410;589;776;6966
33;410;589;776;6966
34;410;589;776;6966
35;410;589;776;6966
36;410;589;776;6966
37;410;589;776;6966
38;410;589;776;6966
39;410;589;776;6966
40;410;589;776;6966
41;410;589;776;6966
42;410;589;776;6966
43;410;589;776;6966
44;410;589;776;6966
45;410;589;776;6966
46;410;589;776;6966
47;410;589;776;6966
48;410;589;776;6966
49;410;589;776;6966
50;410;589;776;6966
51;410;589;776;6966
52;410;589;776;6966
53;410;589;776;6966
54;410;589;776;6966
55;410;589;776;6966
56;410;589;776;6966
57;410;589;776;6966
58;410;589;776;6966
59;410;589;776;6966
60;410;589;776;6966
61;410;589;776;6966
62;410;589;776;6966
63;410;588;776;6966
64;410;588;776;6966
65;410;588;776;6966
66;410;588;776;6966
67;410;588;776;6966
68;410;588;776;6966
69;410;588;776;6966
70;410;588;776;6966
71;410;588;776;6966
72;410;588;776;6966
73;410;588;776;6966
74;410;588;776;6966
75;410;588;776;6966
76;410;588;776;6966
77;410;588;776;6966
78;410;588;776;6966
79;410;588;776;6966
80;410;588;776;6966
81;410;588;776;6966
82;410;588;776;6966
83;410;588;776;6966
84;410;588;776;6966
85;410;588;776;6966
86;410;588;776;6966
87;410;588;776;6966
88;410;588;776;6966
89;410;588;776;6966
90;410;588;776;6966
91;410;588;776;6966
92;410;588;776;6966
93;410;588;776;6966
94;410;588;776;6966
95;410;588;776;6966
96;410;588;776;6966
97;410;588;776;6966
98;410;588;776;6966
99;410;587;774;6966
