epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;4162;7830;11070;175825
1;5682;8478;9676;175825
2;5768;8911;10384;175825
3;4468;6529;8992;175825
4;4468;7237;9892;175825
5;5534;7815;9344;175825
6;6424;8189;11250;175825
7;5124;6965;8540;175825
8;4138;7666;10386;175825
9;4930;6924;10896;175825
10;5480;7805;9914;175825
11;4192;6853;8772;175825
12;5004;6809;8522;175825
13;4194;7470;8872;175825
14;4204;6930;8974;175825
15;6248;7649;10198;175825
16;3130;8166;11506;175825
17;3954;8300;11736;175825
18;3808;6768;10504;175825
19;3846;6811;8268;175825
20;3798;6777;8252;175825
21;2026;6112;8246;175825
22;5192;6850;8230;175825
23;5878;7153;8832;175825
24;4424;5879;7692;175825
25;5004;6258;7890;175825
26;5670;7051;8494;175825
27;7170;8348;9468;175825
28;4712;7601;8702;175825
29;6014;6822;8082;175825
30;7054;7788;8676;175825
31;7358;8376;10230;175825
32;3564;5978;7832;175825
33;3564;6116;7838;175825
34;2114;5198;7992;175825
35;2938;5806;8658;175825
36;5708;7072;8986;175825
37;3620;6372;8400;175825
38;4864;6730;7780;175825
39;2246;5731;7456;175825
40;4870;6676;8852;175825
41;4138;6591;9142;175825
42;3798;6121;8868;175825
43;5058;5712;7640;175825
44;3606;5513;8452;175825
45;4106;5745;8900;175825
46;3778;5706;8384;175825
47;2970;5139;7676;175825
48;4052;6018;7674;175825
49;3656;5162;8460;175825
50;2366;5319;8998;175825
51;3766;5417;7662;175825
52;3014;5526;8080;175825
53;1996;5408;8984;175825
54;2044;5217;8118;175825
55;3322;5421;8336;175825
56;3476;6164;8924;175825
57;3496;5980;9676;175825
58;3722;4976;6796;175825
59;4574;5373;6374;175825
60;2840;5180;7184;175825
61;4484;5584;6942;175825
62;3598;5535;8032;175825
63;3762;4852;7382;175825
64;3490;4340;5684;175825
65;3498;4940;7330;175825
66;4582;5612;7702;175825
67;4402;5740;7680;175825
68;3868;5080;6914;175825
69;3698;5094;7126;175825
70;3400;4552;5688;175825
71;3996;4814;6830;175825
72;3760;4745;7152;175825
73;4178;5700;7502;175825
74;3084;4789;6788;175825
75;3290;4400;6222;175825
76;4126;5213;6882;175825
77;2502;4358;5990;175825
78;3568;5469;8746;175825
79;3412;4425;6026;175825
80;3990;4607;5784;175825
81;3792;4847;6326;175825
82;3870;4592;5952;175825
83;3782;4733;6382;175825
84;3820;4666;6836;175825
85;4148;5144;7564;175825
86;2862;4802;7778;175825
87;4002;4732;5626;175825
88;3628;4815;5804;175825
89;1970;4045;6092;175825
90;3294;4679;6380;175825
91;3598;5026;6036;175825
92;2146;4820;7486;175825
93;2592;4701;7210;175825
94;2996;4393;6160;175825
95;4294;5136;6270;175825
96;3786;4429;5916;175825
97;3836;4820;5842;175825
98;2204;4560;5658;175825
99;1910;4171;5630;175825
100;3748;4539;5646;175825
101;3032;4344;5348;175825
102;2510;4798;8014;175825
103;3272;4288;5780;175825
104;3004;4824;6062;175825
105;3598;4481;5638;175825
106;3266;4385;5714;175825
107;3122;4453;6730;175825
108;3122;4745;7618;175825
109;2850;4469;7622;175825
110;2910;4622;7002;175825
111;3244;4437;7266;175825
112;3668;4598;6388;175825
113;3718;4382;6366;175825
114;3448;4289;5774;175825
115;3248;4561;7342;175825
116;2798;4420;7246;175825
117;2940;4307;7062;175825
118;3026;4042;5270;175825
119;2798;4260;6410;175825
120;2888;4464;6728;175825
121;2872;4645;7136;175825
122;2876;4465;6648;175825
123;2954;4322;6594;175825
124;2478;4454;7068;175825
125;2440;4591;7556;175825
126;2810;4222;5958;175825
127;2948;4220;5712;175825
128;2326;4326;6074;175825
129;2666;4095;6240;175825
130;2564;4014;5284;175825
131;2632;4328;5800;175825
132;2504;4216;5636;175825
133;2764;4274;5408;175825
134;2904;4402;5774;175825
135;2938;4339;5850;175825
136;2746;4400;5592;175825
137;2520;4260;6166;175825
138;2656;4404;6220;175825
139;2802;4252;6070;175825
140;3058;4272;5628;175825
141;2736;4028;5830;175825
142;3034;4266;5918;175825
143;2946;4452;6034;175825
144;2854;4405;6068;175825
145;2554;4350;6002;175825
146;2864;4523;5884;175825
147;2602;4520;5702;175825
148;2944;4309;5818;175825
149;3038;4327;5550;175825
150;2390;4320;6384;175825
151;2814;4174;5402;175825
152;2320;4100;5746;175825
153;2286;4260;6254;175825
154;2812;4142;6184;175825
155;2900;4366;6214;175825
156;2794;4529;6408;175825
157;2450;4156;5994;175825
158;2330;4118;6078;175825
159;2502;4433;6260;175825
160;2390;4035;6194;175825
161;2700;4308;6168;175825
162;2410;4226;5800;175825
163;2024;4236;6148;175825
164;2262;4257;5776;175825
165;2302;4335;6014;175825
166;2680;4040;5564;175825
167;2348;4183;5976;175825
168;2296;4512;6552;175825
169;2656;4604;6426;175825
170;2530;4555;6726;175825
171;2308;4598;7002;175825
172;2294;4521;6966;175825
173;1986;4409;6510;175825
174;2112;4160;6038;175825
175;2124;4090;5934;175825
176;2620;4100;6038;175825
177;2264;4271;6038;175825
178;2728;4823;7136;175825
179;2666;4531;6760;175825
180;2356;3881;5482;175825
181;1916;4591;6958;175825
182;1830;4478;6914;175825
183;1910;4405;6362;175825
184;2370;4435;6986;175825
185;2138;4373;6682;175825
186;2598;3832;6078;175825
187;2286;3890;5868;175825
188;2484;4110;6116;175825
189;2160;4026;6316;175825
190;2414;3947;5780;175825
191;2772;4110;5786;175825
192;2608;4240;5746;175825
193;2664;4360;5690;175825
194;2480;3889;5652;175825
195;2974;4428;6336;175825
196;2254;3844;5938;175825
197;2630;4241;5942;175825
198;2470;4313;6334;175825
199;2772;3951;5902;175825
200;2528;4030;5542;175825
201;2752;4192;5914;175825
202;2446;4115;5774;175825
203;1830;3926;5720;175825
204;2294;4089;5638;175825
205;2494;4092;5590;175825
206;2580;3927;5704;175825
207;2842;4030;5672;175825
208;2270;4016;6154;175825
209;2210;3975;5390;175825
210;2288;4156;5706;175825
211;2288;4104;6094;175825
212;2098;4248;5924;175825
213;2082;3832;5780;175825
214;2088;3614;5598;175825
215;2498;3816;5538;175825
216;2596;3936;5542;175825
217;2406;4078;5864;175825
218;2118;3769;6118;175825
219;2536;4030;5560;175825
220;2388;3832;5920;175825
221;2372;3846;5928;175825
222;1830;3833;6184;175825
223;2700;4111;6360;175825
224;2480;3797;6140;175825
225;2500;3830;5492;175825
226;2374;3746;6060;175825
227;2132;3603;5444;175825
228;2168;3662;6022;175825
229;2042;3847;6348;175825
230;2848;4202;5994;175825
231;2362;3798;5670;175825
