epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;970;2887;10424;112
1;1022;3456;10514;112
2;1146;3008;9150;112
3;1310;3138;10740;112
4;1232;3075;8104;112
5;1078;3228;11396;112
6;1380;3240;11082;112
7;1238;2546;7228;112
8;1102;2502;6562;112
9;1078;2599;7466;112
10;1062;2495;6776;112
11;1064;2585;6610;112
12;1076;2599;7124;112
13;1252;2531;6592;112
14;1120;2586;6666;112
15;1268;2628;6786;112
16;1408;2538;6810;112
17;1328;2633;6720;112
18;1454;2730;7038;112
19;1224;2693;6938;112
20;1282;2683;7480;112
21;1292;2596;6828;112
22;1114;2636;7308;112
23;1294;2666;7850;112
24;1464;2753;7512;112
25;1488;2756;7378;112
26;1316;2715;7474;112
27;1238;2517;6632;112
28;1240;2590;6792;112
29;1066;2637;6976;112
30;1410;2557;7220;112
31;1364;2591;6822;112
32;1438;2636;6916;112
33;1434;2661;6986;112
34;1376;2749;7064;112
35;1366;2712;7270;112
36;1220;2772;7284;112
37;1432;2799;7714;112
38;1266;2780;7446;112
39;1480;2744;6990;112
40;1266;2540;6754;112
41;1164;2567;6914;112
42;1154;2676;6734;112
43;1290;2711;6984;112
44;1196;2577;7386;112
45;1136;2633;7522;112
46;1396;2771;7274;112
47;1016;2515;7132;112
48;1076;2773;7218;112
49;1164;2865;7652;112
50;1168;2875;7764;112
51;1490;2872;6762;112
52;1360;2673;6994;112
53;1378;2725;7424;112
54;1452;2777;7546;112
55;1330;2723;7002;112
56;938;2528;7046;112
57;946;2546;7220;112
58;1192;2641;7224;112
59;1156;2761;7462;112
60;1322;2662;6852;112
61;1022;2711;7630;112
62;1106;2625;7200;112
63;1234;2568;7122;112
64;1116;2511;7104;112
65;1326;2626;6684;112
66;1328;2632;6798;112
67;1328;2620;6822;112
68;1432;2747;7046;112
69;1294;2613;7202;112
70;1316;2625;6968;112
71;1312;2589;7536;112
72;1346;2614;7070;112
73;1202;2705;6988;112
74;1414;2649;7116;112
75;1332;2782;7676;112
76;1336;2659;7088;112
77;1436;2605;7462;112
78;1062;2666;7480;112
79;1248;2646;7124;112
80;1330;2590;7152;112
81;1324;2594;7168;112
82;1164;2778;7648;112
83;1294;2696;6728;112
84;1066;2619;6684;112
85;1288;2549;7270;112
86;1322;2558;6660;112
87;1340;2642;7164;112
88;1250;2579;7010;112
89;1122;2651;7228;112
90;1192;2634;7562;112
91;1300;2701;7734;112
92;1254;2585;7422;112
93;1256;2714;6932;112
94;1298;2589;6686;112
95;1416;2623;6786;112
96;1314;2701;7036;112
97;1506;2718;7220;112
98;1210;2676;7358;112
99;1338;2710;7078;112
