epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;430;605;831;8956
1;431;535;726;8956
2;427;475;570;8956
3;383;443;492;8956
4;384;432;473;8956
5;356;415;471;8956
6;366;387;426;8956
7;324;369;393;8956
8;257;357;430;8956
9;257;339;390;8956
