epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;1056;2751;7922;269
1;880;3259;5456;269
2;802;3201;6954;269
3;860;2373;5262;269
4;786;2297;4540;269
5;1258;3013;4754;269
6;812;2692;5364;269
7;868;2346;7238;269
8;832;2266;4536;269
9;902;2654;7602;269
10;898;2684;8056;269
11;866;2460;8352;269
12;786;2003;4480;269
13;670;2025;4540;269
14;742;2491;8180;269
15;712;1898;4542;269
16;954;1912;4374;269
17;964;1958;4646;269
18;712;1946;4506;269
19;754;1874;4462;269
20;644;1748;4582;269
21;670;1737;4372;269
22;754;1869;4670;269
23;630;1725;4544;269
24;678;1724;4462;269
25;630;1721;4520;269
26;656;1694;4440;269
27;628;1727;4670;269
28;632;1675;4544;269
29;546;1670;4372;269
30;880;1795;4294;269
31;818;1738;4484;269
32;732;1695;4168;269
33;582;1660;4216;269
34;632;1661;4264;269
35;614;1700;4492;269
36;614;1687;4498;269
37;614;1659;4506;269
38;608;1682;4038;269
39;546;1658;4560;269
40;608;1633;4072;269
41;578;1656;4146;269
42;634;1671;4100;269
43;648;1667;4172;269
44;594;1654;4210;269
45;608;1641;4168;269
46;674;1651;4168;269
47;630;1651;4038;269
48;546;1672;4038;269
49;624;1632;4208;269
50;534;1624;4222;269
51;496;1592;4088;269
52;634;1621;4086;269
53;546;1629;4128;269
54;494;1616;4098;269
55;494;1653;4214;269
56;542;1603;4212;269
57;546;1639;4070;269
58;544;1632;4074;269
59;544;1608;4150;269
60;540;1609;4080;269
61;634;1627;4210;269
62;656;1616;4180;269
63;494;1596;4136;269
64;506;1615;4218;269
65;636;1678;4250;269
66;666;1617;4040;269
67;580;1611;4066;269
68;616;1583;4038;269
69;528;1586;4168;269
70;532;1555;4040;269
71;528;1597;4132;269
72;528;1563;4040;269
73;492;1566;4100;269
74;570;1600;4126;269
75;614;1626;4162;269
76;492;1564;4124;269
77;614;1603;4088;269
78;530;1624;4074;269
79;538;1628;4124;269
80;492;1612;4012;269
81;494;1590;4040;269
82;536;1608;4086;269
83;492;1540;3972;269
84;494;1590;4056;269
85;540;1566;4014;269
86;544;1549;3972;269
87;492;1562;3972;269
88;492;1549;3972;269
89;544;1559;4056;269
90;576;1606;4106;269
91;582;1583;4138;269
92;618;1653;4108;269
93;586;1594;4058;269
94;670;1579;3972;269
95;492;1603;3972;269
96;492;1596;3996;269
97;580;1576;4058;269
98;496;1631;4058;269
99;618;1639;4004;269
