epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;2210;3813;6937;314
1;2020;4174;8825;314
2;1070;3923;8745;314
3;1365;3588;6860;314
4;1070;3298;8767;314
5;1035;3325;8891;314
6;1071;2678;6313;314
7;1395;3225;7115;314
8;1346;2822;6704;314
9;1026;2628;6313;314
10;1029;2523;6313;314
11;1036;2455;6226;314
12;1026;2980;8713;314
13;990;2739;6308;314
14;951;2436;6460;314
15;951;2820;6460;314
16;952;2409;6388;314
17;1035;2417;6424;314
18;1034;2411;6424;314
19;952;2407;6428;314
20;1034;2352;6081;314
21;953;2359;6240;314
22;953;2353;6158;314
23;953;2390;6246;314
24;949;2357;6246;314
25;949;2326;6156;314
26;951;2334;6158;314
27;949;2318;6077;314
28;949;2323;6083;314
29;1073;2351;6083;314
30;1033;2304;6077;314
31;950;2338;6077;314
32;952;2327;6037;314
33;955;2352;6080;314
34;908;2317;6077;314
35;1072;2357;6119;314
36;908;2315;6077;314
37;909;2335;6037;314
38;908;2322;5997;314
39;913;2277;5997;314
40;908;2286;5997;314
41;1035;2348;5997;314
42;1033;2328;5999;314
43;991;2335;6044;314
44;997;2323;5997;314
45;1078;2288;5999;314
46;997;2236;5865;314
47;997;2287;5997;314
48;908;2195;5746;314
49;995;2233;5704;314
50;1028;2212;5704;314
51;908;2183;5665;314
52;908;2177;5704;314
53;955;2309;6394;314
54;1033;2229;5704;314
55;1032;2191;5665;314
56;995;2184;5666;314
57;994;2226;5709;314
58;958;2204;5771;314
59;960;2170;5587;314
60;994;2202;5587;314
61;994;2162;5643;314
62;994;2172;5590;314
63;908;2160;5620;314
64;908;2124;5665;314
65;908;2153;5587;314
66;908;2176;5673;314
67;909;2108;5587;314
68;909;2148;5668;314
69;956;2153;5587;314
70;909;2124;5587;314
71;913;2147;5587;314
72;908;2134;5587;314
73;909;2156;5588;314
74;957;2133;5588;314
75;988;2067;5629;314
76;949;2091;5634;314
77;951;2098;5634;314
78;908;2086;5634;314
79;908;2083;5713;314
80;908;2103;5650;314
81;908;2105;5587;314
82;912;2059;5587;314
83;908;2069;5587;314
84;908;2069;5588;314
85;910;2067;5587;314
86;910;2081;5587;314
87;949;2088;5633;314
88;923;2090;5587;314
89;923;2085;5587;314
90;1013;2106;5589;314
91;978;2109;5589;314
92;911;2109;5587;314
93;909;2066;5527;314
94;906;2053;5590;314
95;909;2062;5591;314
96;912;2040;5594;314
97;912;2048;5554;314
98;910;2045;5554;314
99;906;2054;5527;314
