epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;1120;3478;10464;120
1;746;4432;10632;120
2;1214;3606;7172;120
3;916;3720;7340;120
4;920;3819;11684;120
5;752;2989;11328;120
6;756;2696;7392;120
7;872;2614;7396;120
8;846;2537;7218;120
9;928;2578;7040;120
10;936;2533;7154;120
11;924;2912;7356;120
12;852;2548;7262;120
13;746;2529;7142;120
14;838;2501;7354;120
15;840;2605;7208;120
16;920;2567;7130;120
17;868;2574;7274;120
18;752;2519;7100;120
19;924;2538;7020;120
20;974;2590;7012;120
21;900;2581;6978;120
22;980;2549;7106;120
23;1038;2562;7104;120
24;834;2467;7040;120
25;882;2521;7020;120
26;882;2552;7110;120
27;960;2527;7006;120
28;1020;2533;7006;120
29;788;2507;7100;120
30;866;2591;7226;120
31;968;2496;7016;120
32;934;2511;6984;120
33;850;2521;7144;120
34;892;2539;7276;120
35;892;2561;7658;120
36;940;2475;7582;120
37;934;2495;7328;120
38;968;2430;6980;120
39;794;2499;7090;120
40;832;2531;7258;120
41;836;2490;6986;120
42;918;2478;6978;120
43;836;2473;7128;120
44;752;2454;7090;120
45;752;2469;7092;120
46;748;2443;7070;120
47;750;2476;7064;120
48;750;2432;7066;120
49;750;2490;7176;120
50;834;2534;7216;120
51;760;2466;7104;120
52;840;2496;7264;120
53;920;2509;7188;120
54;880;2464;7186;120
55;748;2393;6978;120
56;880;2544;7092;120
57;882;2459;7064;120
58;792;2442;6982;120
59;834;2454;6984;120
60;832;2532;7070;120
61;832;2578;7238;120
62;836;2566;7052;120
63;832;2596;7232;120
64;748;2607;7284;120
65;838;2474;6978;120
66;754;2455;7114;120
67;754;2400;6978;120
68;796;2399;7062;120
69;842;2473;7064;120
70;826;2452;7068;120
71;832;2496;7144;120
72;842;2425;6978;120
73;890;2422;6978;120
74;754;2449;7158;120
75;756;2471;7136;120
76;802;2462;6980;120
77;844;2434;7138;120
78;802;2465;7030;120
79;756;2454;7140;120
80;884;2450;7088;120
81;832;2523;7058;120
82;930;2440;7046;120
83;1006;2505;7272;120
84;902;2508;7424;120
85;830;2467;7394;120
86;990;2520;7170;120
87;874;2437;7066;120
88;976;2453;7202;120
89;934;2502;6978;120
90;806;2452;6940;120
91;758;2475;6942;120
92;976;2516;7106;120
93;746;2437;7058;120
94;846;2519;7144;120
95;840;2470;6982;120
96;750;2428;6960;120
97;882;2501;7030;120
98;914;2466;7218;120
99;896;2454;7246;120
