epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;900;2128;5070;94
1;1160;2971;5458;94
2;1192;3042;8212;94
3;856;2677;7038;94
4;856;1704;3316;94
5;950;1737;3284;94
6;658;1512;3316;94
7;666;1602;3492;94
8;774;1584;3652;94
9;822;1791;3534;94
10;660;1878;3856;94
11;658;1570;3738;94
12;656;1486;3410;94
13;746;1507;3412;94
14;790;1558;3418;94
15;626;1519;3284;94
16;632;1527;3412;94
17;738;1529;3322;94
18;628;1519;3374;94
19;638;1501;3456;94
20;712;1533;3460;94
21;700;1550;3326;94
22;632;1547;3284;94
23;632;1535;3284;94
24;628;1476;3330;94
25;626;1479;3288;94
26;626;1479;3288;94
27;758;1522;3284;94
28;666;1490;3286;94
29;768;1485;3286;94
30;718;1476;3284;94
31;746;1474;3292;94
32;752;1494;3282;94
33;628;1443;3286;94
34;630;1429;3256;94
35;630;1457;3244;94
36;626;1460;3260;94
37;630;1474;3260;94
38;626;1432;3294;94
39;626;1499;3282;94
40;630;1476;3288;94
41;626;1471;3254;94
42;752;1485;3408;94
43;750;1460;3340;94
44;746;1480;3296;94
45;630;1457;3342;94
46;630;1428;3246;94
47;592;1423;3244;94
48;586;1392;3244;94
49;626;1415;3248;94
50;586;1433;3416;94
51;668;1438;3392;94
52;552;1405;3390;94
53;552;1428;3336;94
54;556;1435;3270;94
55;552;1411;3122;94
56;560;1452;3206;94
57;592;1422;3168;94
58;640;1407;3124;94
59;682;1438;3168;94
60;684;1446;3374;94
61;638;1402;3122;94
62;596;1409;3122;94
63;596;1374;3168;94
64;604;1403;3250;94
65;604;1367;3052;94
66;552;1390;3128;94
67;552;1372;3052;94
68;552;1391;3052;94
69;556;1385;3178;94
70;602;1361;3096;94
71;718;1371;3118;94
72;670;1379;3208;94
73;670;1401;3052;94
74;670;1365;3052;94
75;670;1374;3052;94
76;632;1399;3122;94
77;594;1369;3052;94
78;632;1391;3122;94
79;636;1350;3090;94
80;636;1378;3162;94
81;636;1348;3086;94
82;594;1387;3176;94
83;594;1365;3172;94
84;594;1358;3054;94
85;600;1391;3182;94
86;552;1342;3034;94
87;552;1340;3220;94
88;552;1334;3034;94
89;676;1396;3034;94
90;678;1384;3234;94
91;594;1388;3082;94
92;594;1306;3034;94
93;590;1341;3034;94
94;556;1327;3036;94
95;642;1389;3048;94
96;554;1375;3030;94
97;554;1367;3030;94
98;590;1340;3030;94
99;552;1348;3152;94
