epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;1461;3230;6521;261
1;1149;4356;11527;261
2;1149;3813;7929;261
3;916;3702;8743;261
4;919;2552;6525;261
5;857;2827;5894;261
6;916;2668;5908;261
7;917;2644;5989;261
8;857;2265;6164;261
9;899;2249;5894;261
10;857;2211;5535;261
11;902;2290;5894;261
12;941;2071;5619;261
13;857;2131;5536;261
14;907;2043;5453;261
15;825;2028;5528;261
16;815;1989;5528;261
17;828;2011;5448;261
18;869;2004;5424;261
19;804;2018;5341;261
20;849;2001;5464;261
21;851;1956;5383;261
22;889;1959;5374;261
23;833;1913;5374;261
24;869;1942;5351;261
25;933;1957;5240;261
26;871;1899;5147;261
27;825;1876;5067;261
28;726;1839;5137;261
29;744;1826;5067;261
30;650;1853;5147;261
31;690;1849;4988;261
32;650;1831;5031;261
33;649;1844;5132;261
34;649;1833;5084;261
35;726;1825;5211;261
36;771;1808;5028;261
37;789;1843;5398;261
38;737;1795;5030;261
39;649;1803;5121;261
40;692;1825;5151;261
41;767;1813;5071;261
42;649;1791;4988;261
43;651;1778;5029;261
44;650;1765;5029;261
45;649;1762;4988;261
46;649;1779;5050;261
47;650;1774;5112;261
48;649;1782;5111;261
49;649;1798;5084;261
50;651;1799;5098;261
51;733;1757;5033;261
52;649;1818;5124;261
53;649;1784;4991;261
54;649;1838;4991;261
55;651;1839;4991;261
56;649;1843;4991;261
57;772;1838;4985;261
58;776;1843;4988;261
59;775;1830;5070;261
60;786;1846;5031;261
61;651;1806;5069;261
62;790;1818;5132;261
63;790;1798;5080;261
64;757;1791;5241;261
65;817;1800;5028;261
66;786;1762;5112;261
67;786;1729;4985;261
68;649;1734;5027;261
69;648;1763;5151;261
70;653;1765;5151;261
71;691;1760;5273;261
72;647;1767;5212;261
73;650;1794;4985;261
74;718;1759;4955;261
75;719;1763;4955;261
76;714;1740;4995;261
77;714;1760;5027;261
78;715;1691;4955;261
79;715;1721;4953;261
80;717;1718;5036;261
81;755;1765;5099;261
82;649;1738;5100;261
83;711;1724;4993;261
84;711;1740;5075;261
85;711;1750;5097;261
86;712;1711;4995;261
87;647;1677;4956;261
88;647;1680;5004;261
89;647;1676;4998;261
90;727;1714;5033;261
91;608;1694;4970;261
92;711;1718;4956;261
93;698;1712;5076;261
94;698;1694;5071;261
95;700;1713;5195;261
96;608;1670;5194;261
97;608;1727;5187;261
98;608;1716;5293;261
99;608;1708;5037;261
