epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;1256;2463;6054;173
1;1100;2392;4252;173
2;1150;1964;3162;173
3;1018;2722;8076;173
4;862;1812;2682;173
5;1036;1908;3886;173
6;614;1812;4174;173
7;974;1907;4934;173
8;944;1498;2386;173
9;620;1678;3334;173
10;742;1426;2386;173
11;620;1321;2388;173
12;620;1343;2466;173
13;656;1442;2456;173
14;572;1556;2850;173
15;614;1344;2492;173
16;660;1310;2524;173
17;744;1348;2486;173
18;654;1304;2464;173
19;574;1292;2376;173
20;574;1315;2470;173
21;616;1261;2370;173
22;658;1255;2388;173
23;610;1288;2456;173
24;574;1272;2458;173
25;546;1256;2414;173
26;628;1260;2374;173
27;710;1258;2338;173
28;620;1269;2418;173
29;790;1291;2416;173
30;700;1238;2334;173
31;546;1222;2296;173
32;630;1233;2368;173
33;590;1248;2376;173
34;588;1234;2298;173
35;674;1267;2546;173
36;714;1273;2546;173
37;548;1259;2498;173
38;632;1301;2426;173
39;634;1271;2452;173
40;714;1251;2332;173
41;668;1259;2472;173
42;630;1256;2570;173
43;548;1211;2542;173
44;546;1224;2466;173
45;546;1237;2462;173
46;628;1281;2464;173
47;546;1232;2508;173
48;548;1242;2560;173
49;628;1227;2296;173
50;546;1194;2336;173
51;672;1204;2346;173
52;632;1229;2418;173
53;756;1269;2354;173
54;722;1267;2466;173
55;756;1243;2340;173
56;632;1244;2320;173
57;546;1230;2356;173
58;572;1233;2456;173
59;598;1288;2540;173
60;546;1246;2422;173
61;550;1202;2380;173
62;546;1221;2352;173
63;546;1220;2682;173
64;506;1215;2470;173
65;548;1160;2302;173
66;506;1196;2296;173
67;510;1230;2426;173
68;514;1202;2390;173
69;508;1253;2564;173
70;466;1232;2350;173
71;516;1271;2416;173
72;464;1216;2340;173
73;466;1208;2296;173
74;592;1208;2298;173
75;468;1189;2296;173
76;468;1231;2442;173
77;464;1229;2544;173
78;518;1201;2304;173
79;464;1186;2300;173
80;464;1217;2508;173
81;466;1184;2358;173
82;506;1184;2474;173
83;466;1134;2340;173
84;506;1192;2426;173
85;464;1241;2430;173
86;512;1227;2296;173
87;468;1236;2466;173
88;546;1234;2428;173
89;638;1260;2428;173
90;720;1299;2544;173
91;464;1297;2654;173
92;514;1215;2464;173
93;600;1215;2572;173
94;508;1187;2552;173
95;610;1211;2418;173
96;544;1220;2624;173
97;508;1183;2494;173
98;516;1130;2350;173
99;686;1162;2298;173
