epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;876;2697;5226;123
1;1054;4144;6872;123
2;1264;4156;9014;123
3;836;3939;9462;123
4;998;3395;6968;123
5;928;3049;5306;123
6;1384;2668;5272;123
7;974;2537;5404;123
8;1136;2563;5238;123
9;976;2525;5224;123
10;1044;2620;5882;123
11;1152;2619;5704;123
12;1092;2618;5762;123
13;1106;2589;5578;123
14;1098;2760;5728;123
15;1400;2657;5670;123
16;1144;2644;5602;123
17;1228;2657;5334;123
18;1280;2575;5448;123
19;1304;2636;5364;123
20;1288;2566;5412;123
21;1376;2584;5658;123
22;1110;2601;5630;123
23;1382;2640;5226;123
24;1386;2715;5476;123
25;1388;2683;5428;123
26;1178;2643;5474;123
27;1218;2617;5592;123
28;1046;2638;5840;123
29;1132;2614;5762;123
30;1270;2631;5880;123
31;1180;2611;5720;123
32;1142;2593;5520;123
33;1152;2557;5536;123
34;1408;2667;5648;123
35;1300;2726;5584;123
36;886;2743;5596;123
37;1216;2736;5850;123
38;1010;2590;5464;123
39;862;2678;5612;123
40;944;2759;5416;123
41;1010;2693;5786;123
42;1324;2774;6194;123
43;918;2701;5674;123
44;1232;2693;5794;123
45;1360;2703;5716;123
46;1154;2617;5562;123
47;1016;2635;5640;123
48;928;2672;5822;123
49;1316;2757;5684;123
50;936;2650;5734;123
51;1112;2601;5464;123
52;1014;2582;5446;123
53;1264;2662;5808;123
54;1426;2694;5574;123
55;1100;2685;5614;123
56;1180;2714;5632;123
57;1046;2663;5776;123
58;1068;2664;5566;123
59;1152;2688;5724;123
60;1184;2805;6498;123
61;1232;2718;6108;123
62;1036;2650;5728;123
63;1326;2646;5730;123
64;1262;2588;5796;123
65;1150;2712;5772;123
66;1208;2659;5914;123
67;1094;2693;5982;123
68;1088;2728;6390;123
69;1212;2794;5810;123
70;1190;2750;5724;123
71;1308;2682;5636;123
72;1008;2790;5846;123
73;900;2678;5844;123
74;842;2611;5332;123
75;1106;2736;5780;123
76;1156;2533;5674;123
77;1116;2703;5876;123
78;1204;2704;6276;123
79;1284;2744;5810;123
80;862;2687;6042;123
81;1290;2720;5570;123
82;1108;2709;5914;123
83;1048;2641;5840;123
84;996;2520;5402;123
85;910;2627;5912;123
86;1050;2804;5846;123
87;1134;2736;5920;123
88;1088;2565;5460;123
89;1088;2598;6038;123
90;1118;2620;5652;123
91;1086;2594;5646;123
92;1024;2732;5636;123
93;966;2655;5444;123
94;968;2675;5550;123
95;968;2555;5348;123
96;1132;2660;6392;123
97;970;2707;5754;123
98;980;2672;6182;123
99;982;2719;6492;123
