epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;1377;3246;8737;356
1;2127;4417;8737;356
2;1349;3688;8737;356
3;1433;4470;12435;356
4;1515;4618;13898;356
5;1515;3915;7779;356
6;1349;3287;6600;356
7;1261;3092;6521;356
8;1217;3566;7751;356
9;1149;3109;6612;356
10;1149;2957;7288;356
11;1151;2920;7209;356
12;1151;2810;6442;356
13;1264;2895;6480;356
14;1189;2805;6481;356
15;1149;2723;6357;356
16;1149;2838;6357;356
17;1115;2714;6357;356
18;1112;2606;6357;356
19;1115;2586;6304;356
20;1115;2569;6304;356
21;1112;2578;6306;356
22;1113;2567;6304;356
23;1113;2596;6305;356
24;1152;2624;6309;356
25;1111;2635;6345;356
26;1192;2657;6349;356
27;1191;2634;6304;356
28;1111;2627;6263;356
29;1072;2576;6119;356
30;1072;2581;6241;356
31;1072;2581;6183;356
32;1072;2579;6056;356
33;1152;2750;6501;356
34;1072;2727;6056;356
35;1072;2541;6056;356
36;1072;2570;6220;356
37;1072;2557;6245;356
38;1121;2574;6245;356
39;1115;2560;6306;356
40;1112;2580;6280;356
41;1035;2588;6060;356
42;1072;2585;6060;356
43;1115;2567;6100;356
44;1156;2652;5971;356
45;1036;2581;5971;356
46;1156;2587;6143;356
47;1119;2535;5974;356
48;1041;2559;6093;356
49;1076;2593;5971;356
50;1115;2537;5936;356
51;1035;2519;5936;356
52;1035;2556;5936;356
53;957;2517;5973;356
54;958;2505;5936;356
55;1035;2499;5936;356
56;1118;2533;5978;356
57;1002;2496;5981;356
58;1002;2556;5979;356
59;1080;2550;6343;356
60;959;2484;5935;356
61;1203;2561;6192;356
62;1118;2512;5935;356
63;1164;2539;5936;356
64;957;2553;5979;356
65;1079;2533;5935;356
66;1037;2468;5935;356
67;1000;2480;5937;356
68;1037;2464;5937;356
69;1037;2475;5935;356
70;960;2468;5935;356
71;957;2477;5935;356
72;957;2446;5935;356
73;1081;2443;5935;356
74;1119;2503;6266;356
75;958;2490;6387;356
76;1117;2525;6479;356
77;1067;2520;5920;356
78;957;2468;6315;356
79;957;2389;5878;356
80;1039;2412;5920;356
81;1066;2410;5920;356
82;957;2395;5879;356
83;1027;2475;6214;356
84;1068;2462;6257;356
85;1027;2418;5878;356
86;1027;2397;5940;356
87;1080;2420;5965;356
88;1031;2365;5709;356
89;997;2375;5709;356
90;1040;2388;5754;356
91;1027;2393;5754;356
92;1027;2417;5752;356
93;998;2409;5710;356
94;1030;2456;5709;356
95;957;2416;5718;356
96;1027;2382;5740;356
97;1029;2419;5740;356
98;957;2418;5711;356
99;957;2465;5752;356
