epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;980;1445;1856;7128
1;568;1359;1758;7128
2;568;1269;1966;7128
3;568;1222;1676;7128
4;1158;1703;2196;7128
5;898;1511;2654;7128
6;656;1103;1472;7128
7;860;1168;1438;7128
8;1102;1219;1320;7128
9;858;1142;1338;7128
10;692;1234;1914;7128
11;792;1270;1858;7128
12;892;1221;1482;7128
13;816;1074;1386;7128
14;964;1469;1976;7128
15;690;1277;2098;7128
16;642;1371;2146;7128
17;832;1472;2966;7128
18;740;1298;1984;7128
19;796;1029;1200;7128
20;696;907;1096;7128
21;846;1228;1558;7128
22;850;1454;2294;7128
23;904;1095;1302;7128
24;732;1084;1300;7128
25;1000;1552;2874;7128
26;860;1085;1240;7128
27;892;1188;1430;7128
28;938;1126;1394;7128
29;738;1225;1440;7128
30;922;1599;3536;7128
31;732;1437;2516;7128
32;816;990;1126;7128
33;856;1288;2426;7128
34;990;1343;2398;7128
35;986;1642;2792;7128
36;1000;1641;2618;7128
37;830;1164;1418;7128
38;1022;1252;1594;7128
39;872;1513;2742;7128
40;882;1628;2724;7128
41;876;1324;2628;7128
42;962;1425;2636;7128
43;834;951;1052;7128
44;940;1086;1308;7128
45;802;1106;1514;7128
46;850;1002;1362;7128
47;882;1048;1364;7128
48;656;979;1582;7128
49;656;1078;1778;7128
50;654;1181;2216;7128
51;868;1120;1680;7128
52;568;904;1120;7128
53;568;960;1228;7128
54;720;1023;1246;7128
55;740;1058;2052;7128
56;662;1107;2230;7128
57;800;985;1382;7128
58;860;1087;1522;7128
59;792;936;1138;7128
60;744;1017;1218;7128
61;866;1088;1274;7128
62;792;1024;1254;7128
63;878;1047;1250;7128
64;834;1088;1314;7128
65;854;1111;1506;7128
66;734;1012;1452;7128
67;854;994;1158;7128
68;896;1098;1356;7128
69;654;1003;1484;7128
70;808;1150;1508;7128
71;978;1118;1454;7128
72;1092;1234;1562;7128
73;754;1001;1428;7128
74;834;1070;1366;7128
75;898;1124;1442;7128
76;872;1154;1392;7128
77;892;1165;1530;7128
78;836;1072;1292;7128
79;814;1062;1262;7128
80;934;1018;1156;7128
81;738;1077;1300;7128
82;798;1084;1430;7128
83;910;1157;1422;7128
84;960;1136;1254;7128
85;796;1088;1258;7128
86;786;1089;1530;7128
87;786;1000;1156;7128
88;896;1145;1644;7128
89;952;1219;1534;7128
90;936;1112;1316;7128
91;788;1072;1310;7128
92;654;1082;1572;7128
93;798;1026;1290;7128
94;692;1145;1632;7128
95;874;1066;1256;7128
96;754;1106;1422;7128
97;756;992;1490;7128
98;856;1182;1478;7128
99;694;973;1190;7128
