0;552;760;858;24276
1;598;668;738;24276
2;496;580;640;24276
3;446;556;620;24276
4;468;568;648;24276
5;448;501;574;24276
6;444;506;576;24276
7;446;503;600;24276
8;448;475;536;24276
9;452;473;494;24276
10;448;453;456;24276
11;450;471;502;24276
12;434;451;466;24276
13;416;440;456;24276
14;386;435;448;24276
15;402;423;458;24276
16;400;410;420;24276
17;386;403;418;24276
18;394;410;424;24276
19;392;404;414;24276
20;386;399;418;24276
21;392;408;422;24276
22;366;391;414;24276
23;368;386;410;24276
24;382;388;402;24276
25;368;384;398;24276
26;368;386;418;24276
27;376;386;404;24276
28;366;377;384;24276
29;364;381;390;24276
30;364;387;412;24276
31;366;384;398;24276
32;372;387;406;24276
33;366;382;396;24276
34;362;378;388;24276
35;330;378;414;24276
36;362;379;416;24276
37;320;361;394;24276
38;318;366;398;24276
39;316;358;392;24276
40;320;362;392;24276
41;314;359;390;24276
42;312;364;392;24276
43;314;356;384;24276
44;288;354;394;24276
45;312;361;386;24276
46;312;357;386;24276
47;316;360;394;24276
48;288;338;386;24276
49;292;349;390;24276
50;282;342;386;24276
51;314;349;382;24276
52;280;336;384;24276
53;288;344;380;24276
54;284;343;384;24276
55;276;336;386;24276
56;276;340;388;24276
57;272;337;384;24276
58;272;341;384;24276
59;280;336;390;24276
60;270;336;384;24276
61;276;334;392;24276
62;276;330;386;24276
63;274;331;378;24276
64;270;322;368;24276
65;278;324;386;24276
66;276;323;364;24276
67;276;330;386;24276
68;278;330;386;24276
69;270;319;376;24276
70;280;317;356;24276
71;278;326;360;24276
72;278;317;346;24276
73;274;316;364;24276
74;274;312;346;24276
75;272;308;352;24276
76;278;316;358;24276
77;278;322;386;24276
78;272;314;364;24276
79;272;313;354;24276
80;274;315;360;24276
81;270;311;362;24276
82;276;308;352;24276
83;276;307;354;24276
84;272;313;356;24276
85;272;312;382;24276
86;274;315;384;24276
87;274;298;348;24276
88;274;304;380;24276
89;278;312;382;24276
90;276;312;382;24276
91;272;312;384;24276
92;272;314;386;24276
93;272;304;346;24276
94;276;314;380;24276
95;274;307;350;24276
96;276;301;364;24276
97;276;307;364;24276
98;272;304;380;24276
99;274;308;368;24276
