epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;440;798;1066;2195
1;440;506;592;2195
2;434;493;592;2195
3;400;439;470;2195
4;398;432;446;2195
5;396;416;442;2195
6;362;401;434;2195
7;362;400;432;2195
8;362;399;432;2195
9;362;394;408;2195
10;362;392;406;2195
11;362;392;406;2195
12;362;392;406;2195
13;362;392;406;2195
14;362;392;406;2195
15;362;385;406;2195
16;362;385;406;2195
17;362;385;406;2195
18;362;385;406;2195
19;362;385;406;2195
20;362;385;406;2195
21;362;385;406;2195
22;362;385;406;2195
23;362;385;406;2195
24;362;385;406;2195
25;362;385;406;2195
26;362;385;406;2195
27;362;385;406;2195
28;362;385;406;2195
29;362;385;406;2195
30;362;378;406;2195
31;362;378;406;2195
32;362;378;406;2195
33;362;378;406;2195
34;362;378;406;2195
35;362;378;406;2195
36;362;378;406;2195
37;362;378;406;2195
38;362;378;406;2195
39;362;378;406;2195
40;362;378;406;2195
41;362;378;406;2195
42;362;378;406;2195
43;362;378;406;2195
44;362;378;406;2195
45;362;378;406;2195
46;362;378;406;2195
47;362;378;406;2195
48;362;378;406;2195
49;362;378;406;2195
50;362;378;406;2195
51;362;378;406;2195
52;362;378;406;2195
53;362;378;406;2195
54;362;378;406;2195
55;362;378;406;2195
56;362;378;406;2195
57;362;378;406;2195
58;362;378;406;2195
59;362;378;406;2195
60;362;378;406;2195
61;362;378;406;2195
62;362;378;406;2195
63;362;378;406;2195
64;362;378;406;2195
65;362;378;406;2195
66;362;378;406;2195
67;362;378;406;2195
68;362;378;406;2195
69;362;378;406;2195
70;362;378;406;2195
71;362;378;406;2195
72;362;378;406;2195
73;362;378;406;2195
74;362;378;406;2195
75;362;378;406;2195
76;362;378;406;2195
77;362;378;406;2195
78;362;378;406;2195
79;362;378;406;2195
80;362;378;406;2195
81;362;378;406;2195
82;362;378;406;2195
83;362;378;406;2195
84;362;378;406;2195
85;362;378;406;2195
86;362;378;406;2195
87;362;378;406;2195
88;362;378;406;2195
89;362;378;406;2195
90;362;378;406;2195
91;362;378;406;2195
92;362;378;406;2195
93;362;378;406;2195
94;362;378;406;2195
95;362;378;406;2195
96;362;378;406;2195
97;362;378;406;2195
98;362;378;406;2195
99;362;378;406;2195
