epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;1468;2485;4444;268
1;1918;3908;7834;268
2;2094;3168;5732;268
3;2362;4554;6580;268
4;1780;2847;5202;268
5;1866;2652;3262;268
6;1554;2234;2914;268
7;1554;2818;6084;268
8;1544;3070;5450;268
9;1506;2743;5250;268
10;1520;1936;2602;268
11;1506;1797;2200;268
12;1440;2452;5728;268
13;1440;1818;2496;268
14;1476;1758;2208;268
15;1270;1596;2200;268
16;1118;1564;2228;268
17;1114;1610;2412;268
18;1120;1578;2286;268
19;1312;1607;2200;268
20;1264;1624;2330;268
21;1152;1616;2330;268
22;1152;1659;2422;268
23;1154;1621;2422;268
24;1398;1713;2550;268
25;1120;1666;2616;268
26;1198;1618;2328;268
27;1156;1524;2036;268
28;1240;1609;2166;268
29;1236;1621;2452;268
30;1150;1578;2406;268
31;1114;1535;2044;268
32;1202;1577;2036;268
33;1286;1576;1964;268
34;1114;1564;1966;268
35;1120;1489;2010;268
36;1244;1554;1998;268
37;1114;1477;1964;268
38;1246;1504;1882;268
39;1242;1500;1882;268
40;1160;1468;1884;268
41;1168;1462;1882;268
42;1126;1467;1812;268
43;1234;1471;1930;268
44;1032;1434;1866;268
45;1122;1485;1940;268
46;1080;1442;1938;268
47;1076;1456;1940;268
48;1074;1424;1938;268
49;1028;1428;1898;268
50;1032;1435;1890;268
51;1046;1413;1890;268
52;1074;1486;2106;268
53;1080;1517;2224;268
54;1074;1518;2186;268
55;1074;1488;2054;268
56;1028;1435;1940;268
57;1110;1411;1814;268
58;1114;1464;2014;268
59;1028;1427;2020;268
60;1028;1415;1812;268
61;1028;1408;1876;268
62;1036;1406;1924;268
63;1028;1404;1936;268
64;1084;1366;1774;268
65;1122;1381;1812;268
66;1064;1397;1898;268
67;1148;1420;1864;268
68;1150;1436;1898;268
69;1150;1392;1860;268
70;1324;1499;1924;268
71;1076;1452;1862;268
72;1074;1388;1820;268
73;1074;1413;1820;268
74;1040;1382;1820;268
75;1076;1388;1860;268
76;1272;1452;1774;268
77;1210;1391;1816;268
78;1074;1414;1822;268
79;1030;1466;1950;268
80;1028;1387;1942;268
81;1074;1387;1774;268
82;1110;1378;1774;268
83;1152;1404;1846;268
84;1152;1410;2004;268
85;1082;1408;1904;268
86;1076;1444;1900;268
87;1152;1447;1896;268
88;1074;1394;1858;268
89;1070;1408;1774;268
90;1010;1416;2018;268
91;1070;1406;2018;268
92;1206;1477;1976;268
93;1016;1323;1816;268
94;1020;1388;1900;268
95;1018;1417;2016;268
96;1018;1358;1928;268
97;1036;1378;1774;268
98;924;1345;1900;268
99;1106;1444;2026;268
