epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;992;1562;2298;7084
1;1580;1936;2282;7084
2;1106;1663;2678;7084
3;1032;1518;2234;7084
4;1256;1706;2306;7084
5;1096;1252;1556;7084
6;1022;1332;1828;7084
7;1094;1310;1674;7084
8;1246;1862;2656;7084
9;1144;1905;2576;7084
10;1302;1541;1824;7084
11;1130;1590;2164;7084
12;1090;1744;2202;7084
13;1238;1720;2372;7084
14;1236;1531;2086;7084
15;1170;1574;2188;7084
16;814;1343;1816;7084
17;1222;1380;1622;7084
18;1080;1318;1642;7084
19;1116;1498;2034;7084
20;1036;1437;2268;7084
21;1088;1308;1614;7084
22;958;1351;2020;7084
23;1036;1398;1972;7084
24;1196;1439;2154;7084
25;1104;1596;2280;7084
26;966;1548;2766;7084
27;1008;1728;2866;7084
28;932;1402;1842;7084
29;1220;1558;1982;7084
30;936;1367;1936;7084
31;1094;1483;1866;7084
32;900;1295;2022;7084
33;1128;1763;3308;7084
34;1086;1924;3930;7084
35;1048;1229;1592;7084
36;1184;1642;2990;7084
37;972;1200;1344;7084
38;964;1329;1806;7084
39;1012;1414;1690;7084
40;886;1346;1776;7084
41;862;1262;2004;7084
42;1094;1355;1898;7084
43;1036;1457;2458;7084
44;686;1333;2624;7084
45;902;1293;1722;7084
46;690;1186;1610;7084
47;854;1105;1596;7084
48;686;1115;1530;7084
49;1076;1411;2130;7084
50;910;1230;1396;7084
51;874;1384;1884;7084
52;862;1323;1958;7084
53;818;1219;1586;7084
54;858;1298;2040;7084
55;942;1238;1812;7084
56;686;1100;1590;7084
57;846;1261;1808;7084
58;938;1242;1510;7084
59;892;1400;1804;7084
60;960;1222;1506;7084
61;948;1368;1874;7084
62;798;1265;1882;7084
63;772;1188;1730;7084
64;744;1174;1600;7084
65;896;1237;1604;7084
66;996;1260;1580;7084
67;906;1211;1736;7084
68;882;1303;1774;7084
69;1100;1434;1606;7084
70;686;1324;1820;7084
71;1170;1369;1536;7084
72;1144;1444;1646;7084
73;862;1404;1622;7084
74;930;1282;1604;7084
75;896;1354;1562;7084
76;814;1152;1612;7084
77;774;1220;1716;7084
78;866;1396;2374;7084
79;1070;1312;1574;7084
80;1172;1380;1752;7084
81;980;1508;1916;7084
82;1192;1446;2070;7084
83;1054;1270;1386;7084
84;730;1186;1522;7084
85;900;1246;1536;7084
86;772;1225;1518;7084
87;774;1298;1768;7084
88;1168;1284;1594;7084
89;1030;1311;1508;7084
90;1152;1361;1654;7084
91;858;1333;1652;7084
92;978;1222;1532;7084
93;1174;1310;1542;7084
94;852;1353;1820;7084
95;866;1282;1690;7084
96;866;1395;2278;7084
97;1030;1329;2004;7084
98;1036;1308;1884;7084
99;944;1282;1562;7084
