epochNo;bestPenalty;avgPenalty;worstPenalty;avgExecTimeMs
0;1134;1605;2222;6385
1;1208;1368;1828;6385
2;584;1400;2538;6385
3;1120;1853;2602;6385
4;984;1641;2234;6385
5;616;1225;1746;6385
6;1092;1795;3482;6385
7;780;1362;2172;6385
8;1200;1386;1724;6385
9;990;1161;1494;6385
10;936;1225;1740;6385
11;908;1332;2092;6385
12;902;1202;1414;6385
13;954;1243;1662;6385
14;546;1053;1516;6385
15;732;1074;1600;6385
16;736;1138;1628;6385
17;806;1346;2270;6385
18;630;1080;1478;6385
19;606;1107;1632;6385
20;724;1215;1944;6385
21;1142;1170;1204;6385
22;770;1235;1600;6385
23;606;1116;1910;6385
24;782;1521;2406;6385
25;690;1334;2216;6385
26;800;1350;1910;6385
27;814;1101;1352;6385
28;978;1232;1578;6385
29;730;1430;2482;6385
30;1072;1343;1926;6385
31;742;1421;2864;6385
32;724;1484;3130;6385
33;738;1120;1578;6385
34;902;1442;2870;6385
35;938;1270;1936;6385
36;836;1192;1704;6385
37;864;1188;1510;6385
38;818;1223;2198;6385
39;890;1046;1166;6385
40;606;1421;3270;6385
41;900;1453;2844;6385
42;966;1710;4226;6385
43;810;1357;2788;6385
44;610;947;1262;6385
45;702;1198;1574;6385
46;860;1113;1424;6385
47;888;1078;1440;6385
48;824;1136;1502;6385
49;1088;1542;2710;6385
50;732;997;1376;6385
51;686;1087;1218;6385
52;722;1341;2642;6385
53;760;1042;1432;6385
54;608;957;1316;6385
55;704;1123;1470;6385
56;830;1054;1344;6385
57;942;1225;1558;6385
58;730;1119;1490;6385
59;732;1020;1266;6385
60;832;1027;1364;6385
61;850;1076;1372;6385
62;912;1082;1466;6385
63;768;1046;1604;6385
64;546;996;1644;6385
65;724;1001;1434;6385
66;882;1135;1600;6385
67;818;1049;1354;6385
68;800;1104;1650;6385
69;870;1045;1328;6385
70;824;1104;1414;6385
71;952;1011;1154;6385
72;864;1049;1340;6385
73;1084;1212;1318;6385
74;1000;1110;1284;6385
75;820;1090;1342;6385
76;592;1065;1338;6385
77;910;1081;1174;6385
78;1030;1166;1298;6385
79;962;1179;1392;6385
80;852;1155;1302;6385
81;652;1030;1266;6385
82;920;1180;1446;6385
83;726;1108;1408;6385
84;672;986;1322;6385
85;858;1116;1362;6385
86;846;1114;1320;6385
87;1052;1324;1702;6385
88;790;1142;1466;6385
89;946;1231;1626;6385
90;826;1130;1382;6385
91;708;1155;1346;6385
92;1060;1257;1602;6385
93;762;1037;1196;6385
94;970;1172;1340;6385
95;960;1159;1382;6385
96;588;873;1344;6385
97;890;1035;1298;6385
98;714;1036;1344;6385
99;880;1195;1560;6385
